timestamp,level,college,buy_frequency,daily_spend,products_bought,stockout_freq,stockout_action,items_not_found,wish_vendors_sold,water_bags_per_week,bread_frequency,cooked_food_frequency,stationery_frequency,toiletries_frequency,vendor_choice_reason,stopped_buying,other_comments,daily_spend_clean,w_water,w_bread,w_food,w_stationery,w_toiletries,buy_freq_clean,stockout_freq_clean,buys_water,buys_stationery,stopped_clean,freq_num,spend_num
4/28/2026 22:55,400,CONAS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up",Rarely,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Specific type of bread or food, Phone accessories",Irish Spring soap,610 bags,Rarely / never,Once a day,Only at the start of semester,Rarely / never,"They always have what I need in stock, Their food or products taste/feel better, Their location is more convenient","Yes, once",Always have change ready,"₦2,001 – ₦3,000",3,1,4,2,1,2-3x/week,Rarely,1,0,Yes - once,3,2500
5/8/2026 13:41,100,CBSS,45 times a week,"?500  ?1,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages",,I don't buy water on campus,Once or twice a week,Once a day,Only at the start of semester,Monthly,I have a relationship with the vendor,"Yes, more than once",,"₦500 – ₦1,000",1,3,4,2,3,4-5x/week,Sometimes,1,1,Yes - multiple times,4,750
5/8/2026 0:20,300,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Frequently (several times a week),Go without it,"Cold drinks / chilled beverages, Printing paper / cardboard",,610 bags,Once or twice a week,Twice or more daily,Weekly,Rarely / never,They restock quickly,I've thought about it,They should be more organised,"More than ₦3,000",3,3,5,5,1,Daily,Frequently,1,1,Considered it,5,3500
5/1/2026 21:06,400,CONAS,Every day,Less than ?500,"Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Sometimes (once or twice a week),Go off campus to buy it,"Cold drinks / chilled beverages, None  I usually find what I need",Sardine bread,610 bags,Daily,A few times a week,Monthly,Monthly,"Their location is more convenient, Their food or products taste/feel better, Their prices are cheaper","Yes, more than once",,Less than ₦500,3,5,3,2,3,Daily,Sometimes,0,0,Yes - multiple times,5,250
4/28/2026 23:25,400,CBSS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up, Pens / pencils / writing materials, Medications (paracetamol, malaria drugs, etc.)",Sometimes (once or twice a week),Ask a friend to get it for me,"Specific snack or food type (e.g., a particular brand), Cold drinks / chilled beverages, Printing paper / cardboard, Phone accessories",Sardine bread,1120 bags,Once or twice a week,Once a day,Rarely / never,Every 2 weeks,They always have what I need in stock,I've thought about it,More variety of food is needed,"₦2,001 – ₦3,000",4,3,4,1,4,Daily,Sometimes,1,1,Considered it,5,2500
5/5/2026 19:16,400,CONAS,Every day,"More than ?3,000","Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy, Pens / pencils / writing materials",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Printing paper / cardboard",Hand cream / lotion,15 bags,35 times a week,Once a day,Weekly,Rarely / never,"Their prices are cheaper, Their food or products taste/feel better, I have a relationship with the vendor","Yes, more than once",Always have change ready,"More than ₦3,000",2,4,4,5,1,Daily,Sometimes,0,1,Yes - multiple times,5,3500
5/9/2026 10:43,200,CONAS,23 times a week,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Provisions (sugar, milk, etc.), Printing / photocopy",Never,Go off campus to buy it,"Cold drinks / chilled beverages, Medications / First aid items, None  I usually find what I need",Butter bread from oven,15 bags,35 times a week,A few times a week,Weekly,Monthly,"Their food or products taste/feel better, They always have what I need in stock, They restock quickly",No,Better customer service needed,"₦2,001 – ₦3,000",2,4,3,5,3,2-3x/week,Never,1,0,No,3,2500
5/10/2026 19:44,100,CONAS,Every day,"?2,001  ?3,000",Rice / beans / cooked food,Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Stapler pins / office supplies, Specific provisions (e.g., a particular seasoning or spread)",,15 bags,Once or twice a week,A few times a week,Every 23 weeks,Monthly,They always have what I need in stock,I've thought about it,They should accept transfer payments,"₦2,001 – ₦3,000",2,3,3,3,3,Daily,Sometimes,0,0,Considered it,5,2500
5/3/2026 23:35,400,CBSS,Every day,"?1,001  ?2,000","Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Tea / Milo / beverages, Printing / photocopy",Frequently (several times a week),Try another vendor on campus,Cold drinks / chilled beverages,Toothbrush variety,15 bags,35 times a week,Twice or more daily,Rarely / never,Weekly,"They restock quickly, I have a relationship with the vendor, Their location is more convenient",I've thought about it,Stay open later at night,"₦1,001 – ₦2,000",2,4,5,1,5,Daily,Frequently,0,0,Considered it,5,1500
5/4/2026 4:40,400,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up",Rarely,Go without it,"Medications / First aid items, Phone accessories, Specific provisions (e.g., a particular seasoning or spread)",Phone screen protectors,I don't buy water on campus,35 times a week,Twice or more daily,Every 23 weeks,Rarely / never,Their location is more convenient,No,They should sell cold drinks consistently,"More than ₦3,000",1,4,5,3,1,2-3x/week,Rarely,1,0,No,3,3500
4/29/2026 17:16,300,CONAS,Rarely,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Instant noodles (Indomie, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Printing / photocopy, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,Medications / First aid items,Gift items,More than 20 bags,Once or twice a week,Once a day,Rarely / never,Rarely / never,"Their location is more convenient, I have a relationship with the vendor",I've thought about it,They should reduce prices,"₦2,001 – ₦3,000",5,3,4,1,1,Rarely,Sometimes,1,1,Considered it,1,2500
5/7/2026 20:25,400,CACOS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Airtime / data top-up, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Go without it,"Specific snack or food type (e.g., a particular brand), Stapler pins / office supplies, Toiletries (e.g., a specific soap or toothpaste brand), Medications / First aid items, Specific provisions (e.g., a particular seasoning or spread)",Cway Peach drink,15 bags,Once or twice a week,Once a day,Monthly,Monthly,I have a relationship with the vendor,"Yes, more than once",,"₦2,001 – ₦3,000",2,3,4,2,3,Daily,Sometimes,1,1,Yes - multiple times,5,2500
4/30/2026 6:50,400,CBSS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food, Printing / photocopy, Phone accessories (charger, earpiece, etc.)",Rarely,Ask a friend to get it for me,"Printing paper / cardboard, Phone accessories",Smoothies,15 bags,Rarely / never,Rarely / never,Monthly,Monthly,"I have a relationship with the vendor, Their prices are cheaper, They restock quickly","Yes, more than once",,"More than ₦3,000",2,1,1,2,3,Daily,Rarely,1,0,Yes - multiple times,5,3500
5/4/2026 21:13,200,CBSS,Once a week,"More than ?3,000","Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Printing paper / cardboard",Face masks,15 bags,35 times a week,A few times a week,Monthly,Monthly,"Their location is more convenient, They restock quickly",No,Better customer service needed,"More than ₦3,000",2,4,3,2,3,Weekly,Sometimes,0,1,No,2,3500
5/3/2026 0:23,100,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Rice / beans / cooked food, Printing / photocopy, Pens / pencils / writing materials",Frequently (several times a week),Try another vendor on campus,"Specific type of bread or food, Medications / First aid items, Phone accessories",Fresh fruits,610 bags,Daily,Twice or more daily,Only at the start of semester,Monthly,They restock quickly,I've thought about it,More phone accessories vendors needed,"More than ₦3,000",3,5,5,2,3,2-3x/week,Frequently,1,1,Considered it,3,3500
4/29/2026 17:32,400,CONAS,Every day,Less than ?500,"Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Instant noodles (Indomie, etc.)",Sometimes (once or twice a week),Try another vendor on campus,None  I usually find what I need,Shawarma,15 bags,35 times a week,Once a day,Monthly,Every 2 weeks,Their location is more convenient,No,Better customer service needed,Less than ₦500,2,4,4,2,4,Daily,Sometimes,1,0,No,5,250
5/4/2026 8:11,300,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Airtime / data top-up, Printing / photocopy",Rarely,Go without it,"Specific provisions (e.g., a particular seasoning or spread)",Nescafe sachets,15 bags,Once or twice a week,Twice or more daily,Only at the start of semester,Rarely / never,"I have a relationship with the vendor, They always have what I need in stock, Their prices are cheaper","Yes, once",They should sell cold drinks consistently,"₦1,001 – ₦2,000",2,3,5,2,1,2-3x/week,Rarely,1,0,Yes - once,3,1500
5/1/2026 9:14,400,CONAS,23 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Tea / Milo / beverages, Pens / pencils / writing materials",Rarely,Try another vendor on campus,None  I usually find what I need,Cway Peach drink,15 bags,35 times a week,A few times a week,Monthly,Rarely / never,"Their location is more convenient, Their prices are cheaper","Yes, more than once",They should reduce prices,"More than ₦3,000",2,4,3,2,1,2-3x/week,Rarely,1,1,Yes - multiple times,3,3500
5/1/2026 14:38,300,CONAS,23 times a week,"?1,001  ?2,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Airtime / data top-up, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Go without it,"Cold drinks / chilled beverages, Specific type of bread or food, Phone accessories",Irish Spring soap,15 bags,Rarely / never,Twice or more daily,Weekly,Weekly,"Their food or products taste/feel better, They always have what I need in stock, I have a relationship with the vendor","Yes, once",More phone accessories vendors needed,"₦1,001 – ₦2,000",2,1,5,5,5,2-3x/week,Sometimes,1,1,Yes - once,3,1500
4/30/2026 16:37,400,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Energy drinks (Predator, Power Horse, etc.), Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Printing / photocopy",Sometimes (once or twice a week),Try another vendor on campus,"Cold drinks / chilled beverages, Phone accessories",Sanitary pads,610 bags,Once or twice a week,Once a day,Monthly,Rarely / never,I have a relationship with the vendor,I've thought about it,Improve food quality,"₦2,001 – ₦3,000",3,3,4,2,1,Daily,Sometimes,1,0,Considered it,5,2500
5/8/2026 13:19,200,CONAS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Rice / beans / cooked food",Almost every time,Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Specific provisions (e.g., a particular seasoning or spread)",Gift items,15 bags,Once or twice a week,A few times a week,Monthly,Monthly,Their food or products taste/feel better,"Yes, once",Improve hygiene standards,"₦500 – ₦1,000",2,3,3,2,3,Daily,Very Often,1,0,Yes - once,5,750
5/5/2026 6:44,400,CONAS,Every day,"?2,001  ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Bread, Rice / beans / cooked food, Provisions (sugar, milk, etc.), Airtime / data top-up, Exercise books / jotters / notebooks",Sometimes (once or twice a week),Try another vendor on campus,"Specific type of bread or food, None  I usually find what I need",Face masks,15 bags,Once or twice a week,Once a day,Monthly,Rarely / never,Their food or products taste/feel better,I've thought about it,,"₦2,001 – ₦3,000",2,3,4,2,1,Daily,Sometimes,1,1,Considered it,5,2500
5/9/2026 22:00,100,CBSS,Every day,"?500  ?1,000","Bottled water / pure water (sachet/bags), Bread, Biscuits / Snacks (chin-chin, puff-puff, meatpie etc.), Rice / beans / cooked food, Tea / Milo / beverages",Rarely,Go without it,"Specific provisions (e.g., a particular seasoning or spread)",Shawarma,More than 20 bags,Rarely / never,Once a day,Only at the start of semester,Rarely / never,"Their location is more convenient, I have a relationship with the vendor",I've thought about it,More variety of food is needed,"₦500 – ₦1,000",5,1,4,2,1,Daily,Rarely,1,0,Considered it,5,750
5/8/2026 10:05,200,CONAS,Every day,"More than ?3,000","Bottled water / pure water (sachet/bags), Bread, Rice / beans / cooked food",Sometimes (once or twice a week),Try another vendor on campus,Stapler pins / office supplies,USB cables,610 bags,Daily,Twice or more daily,Every 23 weeks,Every 2 weeks,"They restock quickly, Their location is more convenient",No,They should accept transfer payments,"More than ₦3,000",3,5,5,3,4,Daily,Sometimes,1,0,No,5,3500
5/5/2026 8:00,100,CONAS,45 times a week,"More than ?3,000","Bottled water / pure water (sachet/bags), Soft drinks (Coke, Pepsi, Fanta, etc.), Energy drinks (Predator, Power Horse, etc.), Rice / beans / cooked food, Tea / Milo / beverages, Provisions (sugar, milk, etc.), Airtime / data top-up, Printing / photocopy, Toiletries (soap, toothpaste, tissue, etc.)",Frequently (several times a week),Try another vendor on campus,"Specific snack or food type (e.g., a particular brand), Phone accessories, None  I usually find what I need",Fresh juice,1120 bags,35 times a week,Once a day,Rarely / never,Monthly,"I have a relationship with the vendor, Their food or products taste/feel better","Yes, more than once",,"More than ₦3,000",4,4,4,1,3,4-5x/week,Frequently,1,0,Yes - multiple times,4,3500
